CustomerID,freq,freq_3m,latetime,earlytime,target,cutoff_date
17235.0,6,2,12,179,1,2010-12-01
14441.0,4,2,0,316,0,2010-12-01
13593.0,5,2,13,273,1,2010-12-01
14687.0,2,1,26,177,0,2010-12-01
15046.0,4,1,51,320,5,2010-12-01
14984.0,3,1,14,323,0,2010-12-01
16271.0,4,1,83,268,1,2010-12-01
16242.0,5,3,7,260,0,2010-12-01
16059.0,5,2,13,195,2,2010-12-01
14766.0,5,2,5,177,1,2010-12-01
17589.0,10,2,11,268,0,2010-12-01
14878.0,9,5,2,282,2,2010-12-01
12932.0,3,0,165,293,0,2010-12-01
18234.0,1,0,177,177,0,2010-12-01
16356.0,3,1,2,177,0,2010-12-01
13491.0,8,3,15,358,5,2010-12-01
16335.0,1,0,177,361,0,2010-12-01
14573.0,3,0,170,326,2,2010-12-01
16782.0,18,10,0,356,3,2010-12-01
12911.0,1,0,177,177,0,2010-12-01
16701.0,8,2,49,364,3,2010-12-01
14415.0,7,4,5,349,3,2010-12-01
16444.0,11,7,16,251,0,2010-12-01
15796.0,7,5,0,244,1,2010-12-01
18149.0,3,1,30,261,0,2010-12-01
16466.0,5,2,9,268,1,2010-12-01
15030.0,4,3,6,271,0,2010-12-01
18112.0,2,1,44,177,0,2010-12-01
16652.0,7,4,30,258,0,2010-12-01
15988.0,1,0,177,282,0,2010-12-01
13668.0,8,3,9,354,4,2010-12-01
17954.0,2,1,19,356,4,2010-12-01
13109.0,1,0,177,177,0,2010-12-01
15956.0,1,0,177,352,0,2010-12-01
14208.0,1,0,177,177,0,2010-12-01
17915.0,1,0,177,177,0,2010-12-01
16340.0,2,1,65,177,0,2010-12-01
14653.0,2,0,139,363,1,2010-12-01
14709.0,7,4,5,360,2,2010-12-01
13614.0,2,1,19,177,1,2010-12-01
18137.0,2,0,177,177,0,2010-12-01
13767.0,24,16,0,364,11,2010-12-01
15822.0,2,0,119,359,1,2010-12-01
16497.0,10,4,39,362,2,2010-12-01
15976.0,4,1,36,177,0,2010-12-01
14128.0,1,0,177,177,0,2010-12-01
13056.0,1,0,177,177,0,2010-12-01
12709.0,9,4,12,356,3,2010-12-01
16200.0,3,1,8,363,0,2010-12-01
15373.0,3,1,34,212,4,2010-12-01
17682.0,3,1,67,267,1,2010-12-01
15005.0,14,7,1,364,4,2010-12-01
14247.0,4,2,30,177,0,2010-12-01
14734.0,4,2,51,177,0,2010-12-01
12836.0,6,2,15,364,1,2010-12-01
17920.0,11,6,5,359,3,2010-12-01
14667.0,16,8,6,363,7,2010-12-01
14249.0,5,1,36,305,0,2010-12-01
16255.0,5,2,28,310,3,2010-12-01
17009.0,1,0,177,177,0,2010-12-01
17416.0,12,7,19,351,0,2010-12-01
14221.0,6,1,75,238,1,2010-12-01
17602.0,4,0,98,245,1,2010-12-01
13815.0,3,2,32,291,1,2010-12-01
17071.0,3,1,7,310,1,2010-12-01
16422.0,41,23,2,322,13,2010-12-01
16684.0,17,9,5,358,6,2010-12-01
15078.0,13,8,32,361,7,2010-12-01
17994.0,5,2,14,246,1,2010-12-01
14309.0,2,1,39,176,3,2010-12-01
13082.0,7,3,50,343,1,2010-12-01
13078.0,17,8,0,364,5,2010-12-01
12471.0,26,17,0,358,7,2010-12-01
15366.0,3,2,35,277,1,2010-12-01
17673.0,5,2,1,256,1,2010-12-01
15958.0,3,2,29,176,0,2010-12-01
17987.0,4,3,2,176,0,2010-12-01
17227.0,4,2,7,319,1,2010-12-01
17897.0,4,1,14,202,2,2010-12-01
12853.0,4,1,53,298,1,2010-12-01
14167.0,2,1,90,307,1,2010-12-01
15622.0,3,1,53,271,0,2010-12-01
15059.0,5,3,2,359,3,2010-12-01
14028.0,3,0,176,176,0,2010-12-01
14895.0,10,3,9,355,1,2010-12-01
15249.0,3,1,56,249,0,2010-12-01
17505.0,2,0,176,231,0,2010-12-01
16883.0,14,0,107,361,1,2010-12-01
15471.0,2,1,6,176,0,2010-12-01
16719.0,4,3,16,352,3,2010-12-01
12986.0,8,4,54,313,0,2010-12-01
12358.0,2,1,1,357,0,2010-12-01
18203.0,2,1,7,357,0,2010-12-01
15640.0,8,4,13,351,5,2010-12-01
13313.0,2,0,105,363,1,2010-12-01
14421.0,2,0,138,317,0,2010-12-01
14515.0,6,5,13,176,0,2010-12-01
16382.0,2,1,34,176,0,2010-12-01
16655.0,4,2,37,303,1,2010-12-01
14534.0,7,5,23,260,3,2010-12-01
13623.0,3,2,6,363,1,2010-12-01
16984.0,4,1,30,268,0,2010-12-01
14159.0,5,2,5,362,1,2010-12-01
13699.0,1,0,176,176,0,2010-12-01
13468.0,21,12,7,362,9,2010-12-01
17515.0,5,2,20,176,1,2010-12-01
14786.0,1,0,176,176,0,2010-12-01
17412.0,4,2,11,363,3,2010-12-01
16232.0,3,1,46,176,0,2010-12-01
18100.0,1,0,176,176,0,2010-12-01
16317.0,1,0,176,210,1,2010-12-01
14467.0,5,3,15,363,1,2010-12-01
15260.0,10,2,36,359,2,2010-12-01
14514.0,3,1,62,352,1,2010-12-01
17611.0,6,3,47,364,3,2010-12-01
12937.0,3,1,89,362,0,2010-12-01
15872.0,2,1,4,176,0,2010-12-01
15164.0,4,2,15,316,1,2010-12-01
12829.0,1,0,176,176,2,2010-12-01
15551.0,6,5,20,176,0,2010-12-01
17040.0,1,0,176,176,0,2010-12-01
17101.0,3,2,20,176,0,2010-12-01
18037.0,2,1,47,364,2,2010-12-01
16788.0,2,1,30,296,0,2010-12-01
14871.0,2,0,119,364,1,2010-12-01
17031.0,3,2,4,207,0,2010-12-01
15720.0,1,0,176,176,0,2010-12-01
17402.0,7,3,6,349,3,2010-12-01
17512.0,4,2,78,355,3,2010-12-01
17588.0,3,2,22,263,0,2010-12-01
13983.0,4,2,28,356,4,2010-12-01
14498.0,5,2,27,176,1,2010-12-01
13052.0,3,2,46,280,0,2010-12-01
17784.0,1,0,176,176,0,2010-12-01
13064.0,1,0,176,217,1,2010-12-01
15681.0,8,6,5,190,0,2010-12-01
17133.0,2,0,100,254,0,2010-12-01
13975.0,4,3,19,301,0,2010-12-01
13997.0,3,0,145,176,0,2010-12-01
13771.0,2,0,159,278,0,2010-12-01
14825.0,9,5,8,238,3,2010-12-01
15615.0,14,5,16,363,5,2010-12-01
13178.0,5,2,23,349,2,2010-12-01
12928.0,7,4,4,175,1,2010-12-01
18102.0,40,7,15,364,6,2010-12-01
14543.0,14,4,6,364,3,2010-12-01
12931.0,19,15,6,364,3,2010-12-01
17238.0,8,4,8,364,3,2010-12-01
16098.0,4,1,41,350,2,2010-12-01
17849.0,2,0,106,261,2,2010-12-01
16843.0,10,6,48,355,2,2010-12-01
14209.0,6,4,11,312,1,2010-12-01
14535.0,3,1,21,279,0,2010-12-01
16713.0,9,4,33,350,4,2010-12-01
17706.0,12,8,9,315,4,2010-12-01
17201.0,2,0,149,293,0,2010-12-01
17190.0,4,2,29,270,0,2010-12-01
14211.0,6,2,37,356,2,2010-12-01
12939.0,9,6,5,322,2,2010-12-01
15380.0,2,1,46,364,1,2010-12-01
14194.0,8,4,18,328,1,2010-12-01
15854.0,6,3,2,355,3,2010-12-01
16048.0,2,1,25,175,2,2010-12-01
17543.0,1,0,175,175,0,2010-12-01
12647.0,12,5,11,321,4,2010-12-01
18008.0,7,4,41,328,1,2010-12-01
17808.0,2,0,174,207,0,2010-12-01
13871.0,2,1,54,345,1,2010-12-01
13141.0,7,4,11,356,2,2010-12-01
16086.0,3,2,5,363,2,2010-12-01
17449.0,3,2,13,356,1,2010-12-01
12840.0,2,1,63,300,0,2010-12-01
16791.0,5,3,9,362,1,2010-12-01
18103.0,1,0,175,175,0,2010-12-01
14671.0,1,0,175,194,0,2010-12-01
12409.0,3,1,46,191,0,2010-12-01
14134.0,7,5,8,355,0,2010-12-01
15353.0,4,1,12,363,1,2010-12-01
17801.0,2,1,77,317,0,2010-12-01
18247.0,2,1,40,257,0,2010-12-01
12843.0,14,5,8,352,0,2010-12-01
13089.0,64,31,5,363,24,2010-12-01
17440.0,1,0,175,175,0,2010-12-01
14210.0,6,1,62,328,3,2010-12-01
15532.0,6,3,2,175,1,2010-12-01
17597.0,3,1,44,209,0,2010-12-01
18145.0,4,2,8,357,1,2010-12-01
15523.0,7,4,14,363,0,2010-12-01
17962.0,2,0,175,321,0,2010-12-01
14308.0,2,0,175,175,0,2010-12-01
16072.0,3,2,54,175,1,2010-12-01
15179.0,4,2,18,362,1,2010-12-01
13296.0,4,1,49,203,0,2010-12-01
12599.0,5,3,7,203,2,2010-12-01
14388.0,5,2,12,314,1,2010-12-01
12483.0,6,5,4,303,1,2010-12-01
17713.0,4,2,8,174,0,2010-12-01
15173.0,4,2,6,243,0,2010-12-01
14616.0,2,1,11,174,2,2010-12-01
17417.0,1,0,174,174,0,2010-12-01
15290.0,6,4,19,279,4,2010-12-01
13802.0,8,3,0,287,1,2010-12-01
16592.0,8,3,1,347,1,2010-12-01
13502.0,2,1,41,174,1,2010-12-01
17115.0,1,0,174,360,0,2010-12-01
14260.0,3,0,97,174,0,2010-12-01
15352.0,1,0,174,174,0,2010-12-01
15527.0,9,3,20,350,2,2010-12-01
17282.0,2,1,82,174,1,2010-12-01
18252.0,1,0,174,347,0,2010-12-01
12758.0,2,1,85,364,0,2010-12-01
13571.0,9,5,8,357,0,2010-12-01
17552.0,4,1,64,253,2,2010-12-01
17381.0,9,5,21,174,8,2010-12-01
13317.0,9,5,11,352,2,2010-12-01
16029.0,20,10,26,357,15,2010-12-01
15298.0,6,2,26,357,3,2010-12-01
17346.0,8,5,11,226,3,2010-12-01
16453.0,2,0,156,174,0,2010-12-01
13881.0,16,13,1,271,1,2010-12-01
14135.0,6,4,4,363,7,2010-12-01
14230.0,3,2,61,174,0,2010-12-01
15570.0,8,6,0,247,6,2010-12-01
14615.0,5,2,20,174,0,2010-12-01
17971.0,1,0,174,174,0,2010-12-01
14104.0,2,1,15,186,0,2010-12-01
18272.0,1,0,174,271,0,2010-12-01
14099.0,6,4,1,355,3,2010-12-01
16656.0,9,5,46,361,3,2010-12-01
17865.0,14,7,1,364,4,2010-12-01
14180.0,8,5,9,174,9,2010-12-01
13199.0,16,9,0,360,8,2010-12-01
12424.0,2,1,48,174,0,2010-12-01
16199.0,6,2,18,257,0,2010-12-01
16225.0,5,2,28,296,0,2010-12-01
17526.0,4,2,1,348,3,2010-12-01
13856.0,4,1,89,245,0,2010-12-01
16186.0,9,5,14,356,1,2010-12-01
12634.0,2,0,161,174,0,2010-12-01
14466.0,2,1,50,352,2,2010-12-01
16525.0,9,4,0,363,6,2010-12-01
16707.0,2,1,26,266,0,2010-12-01
13709.0,3,2,72,323,1,2010-12-01
16206.0,7,5,13,310,1,2010-12-01
13446.0,4,1,56,289,0,2010-12-01
12727.0,2,1,68,280,2,2010-12-01
18219.0,4,2,15,358,3,2010-12-01
13417.0,2,0,173,295,0,2010-12-01
17388.0,4,2,46,355,1,2010-12-01
13878.0,1,0,173,230,0,2010-12-01
17350.0,2,1,20,302,0,2010-12-01
17158.0,1,0,173,268,1,2010-12-01
15183.0,1,0,173,210,0,2010-12-01
17663.0,7,3,43,271,1,2010-12-01
17204.0,5,4,0,173,0,2010-12-01
13065.0,4,2,18,173,1,2010-12-01
17032.0,2,0,173,355,0,2010-12-01
17491.0,6,3,8,216,2,2010-12-01
13842.0,5,3,41,287,3,2010-12-01
12863.0,3,1,5,215,0,2010-12-01
17716.0,8,5,22,363,0,2010-12-01
17068.0,20,10,5,247,4,2010-12-01
12662.0,6,3,7,243,2,2010-12-01
12891.0,5,1,84,285,1,2010-12-01
16862.0,1,0,173,327,0,2010-12-01
15601.0,5,3,15,364,7,2010-12-01
17869.0,2,0,95,173,1,2010-12-01
15757.0,4,2,12,173,0,2010-12-01
18168.0,5,2,26,362,3,2010-12-01
14025.0,5,1,90,209,0,2010-12-01
15734.0,2,1,62,173,0,2010-12-01
14918.0,6,2,30,236,0,2010-12-01
13999.0,9,4,0,360,2,2010-12-01
16359.0,5,1,2,287,2,2010-12-01
13658.0,3,1,9,298,0,2010-12-01
13059.0,7,2,39,244,0,2010-12-01
17581.0,5,2,19,362,3,2010-12-01
12726.0,3,2,13,250,2,2010-12-01
13092.0,4,2,40,293,1,2010-12-01
17858.0,11,8,4,359,4,2010-12-01
14316.0,3,1,48,256,0,2010-12-01
15696.0,2,1,49,310,3,2010-12-01
15207.0,3,2,42,173,0,2010-12-01
13450.0,5,2,0,229,0,2010-12-01
16679.0,2,1,20,173,1,2010-12-01
16168.0,28,12,4,362,2,2010-12-01
13438.0,1,0,173,173,0,2010-12-01
17180.0,3,2,48,313,1,2010-12-01
15684.0,1,0,173,361,0,2010-12-01
16742.0,2,0,118,349,0,2010-12-01
13542.0,8,3,2,355,0,2010-12-01
15755.0,6,3,5,361,1,2010-12-01
17949.0,26,15,25,363,4,2010-12-01
14618.0,4,3,2,172,1,2010-12-01
16145.0,7,5,14,210,3,2010-12-01
15102.0,2,0,156,172,0,2010-12-01
15910.0,4,1,26,313,2,2010-12-01
17457.0,5,3,5,358,2,2010-12-01
15254.0,1,0,172,186,0,2010-12-01
16191.0,10,9,1,354,7,2010-12-01
13013.0,10,6,13,351,2,2010-12-01
16161.0,19,8,1,295,7,2010-12-01
16895.0,2,1,64,291,0,2010-12-01
15079.0,4,0,96,357,2,2010-12-01
15141.0,4,1,83,247,0,2010-12-01
17996.0,3,1,5,172,0,2010-12-01
15898.0,7,3,44,354,2,2010-12-01
17691.0,2,1,25,172,2,2010-12-01
18001.0,3,2,75,363,0,2010-12-01
16209.0,4,1,8,172,0,2010-12-01
17146.0,6,1,61,301,1,2010-12-01
18144.0,5,3,8,349,3,2010-12-01
16163.0,2,1,43,363,1,2010-12-01
17243.0,20,10,2,364,7,2010-12-01
16499.0,6,3,0,172,2,2010-12-01
17902.0,1,0,172,172,0,2010-12-01
14228.0,3,1,63,172,0,2010-12-01
13794.0,1,0,172,172,0,2010-12-01
15769.0,13,7,0,354,5,2010-12-01
17246.0,1,0,172,364,0,2010-12-01
14320.0,1,0,172,313,1,2010-12-01
18172.0,22,14,13,354,2,2010-12-01
16170.0,9,2,21,285,0,2010-12-01
16547.0,1,0,172,172,0,2010-12-01
18258.0,4,1,90,198,0,2010-12-01
15521.0,5,3,26,329,0,2010-12-01
14727.0,2,0,172,172,0,2010-12-01
13337.0,1,0,172,172,0,2010-12-01
12429.0,4,2,67,172,1,2010-12-01
17867.0,5,3,36,363,1,2010-12-01
13093.0,30,19,0,361,7,2010-12-01
13304.0,2,1,81,295,1,2010-12-01
18022.0,4,3,11,172,0,2010-12-01
17191.0,5,2,39,364,3,2010-12-01
17749.0,1,0,172,172,0,2010-12-01
13601.0,2,1,18,172,0,2010-12-01
12557.0,2,1,58,348,2,2010-12-01
17738.0,3,2,21,256,0,2010-12-01
13848.0,3,1,32,356,2,2010-12-01
14255.0,1,0,172,172,0,2010-12-01
17963.0,3,0,97,315,0,2010-12-01
13050.0,12,7,0,350,7,2010-12-01
15856.0,14,10,0,362,4,2010-12-01
17091.0,7,3,26,349,2,2010-12-01
13745.0,1,0,172,172,0,2010-12-01
14031.0,13,6,4,362,5,2010-12-01
16292.0,3,2,6,230,0,2010-12-01
15513.0,7,4,25,321,5,2010-12-01
17534.0,2,1,77,278,0,2010-12-01
13001.0,11,5,30,362,4,2010-12-01
14451.0,6,3,15,317,0,2010-12-01
16021.0,2,1,21,170,0,2010-12-01
14465.0,3,1,54,327,1,2010-12-01
16290.0,3,1,90,191,0,2010-12-01
12474.0,10,6,4,292,4,2010-12-01
17351.0,4,1,53,355,0,2010-12-01
13750.0,4,3,6,243,2,2010-12-01
15751.0,4,1,86,359,0,2010-12-01
13561.0,5,3,23,275,0,2010-12-01
16037.0,1,0,170,274,2,2010-12-01
13736.0,4,3,51,359,0,2010-12-01
13619.0,1,0,170,300,0,2010-12-01
16945.0,8,4,19,356,3,2010-12-01
16768.0,3,2,9,358,0,2010-12-01
13545.0,2,1,16,170,0,2010-12-01
14849.0,12,5,7,324,8,2010-12-01
13941.0,5,3,20,349,2,2010-12-01
12623.0,3,1,42,322,0,2010-12-01
15738.0,10,6,28,355,4,2010-12-01
16158.0,2,0,148,360,0,2010-12-01
17330.0,1,0,170,273,0,2010-12-01
16771.0,2,1,83,356,2,2010-12-01
15561.0,2,1,9,289,0,2010-12-01
12747.0,7,3,14,358,3,2010-12-01
16954.0,6,3,5,316,1,2010-12-01
13394.0,5,3,5,364,1,2010-12-01
17969.0,3,0,128,359,1,2010-12-01
12631.0,2,1,82,319,0,2010-12-01
17790.0,6,2,4,170,6,2010-12-01
12971.0,22,16,0,350,17,2010-12-01
14224.0,5,2,16,170,1,2010-12-01
15712.0,4,3,5,364,1,2010-12-01
16132.0,1,0,170,253,0,2010-12-01
17923.0,2,0,153,170,0,2010-12-01
14538.0,2,0,156,309,0,2010-12-01
16710.0,6,4,9,361,2,2010-12-01
15255.0,7,5,22,362,0,2010-12-01
13162.0,4,1,6,361,1,2010-12-01
16709.0,6,4,5,356,0,2010-12-01
13202.0,3,2,20,356,0,2010-12-01
17231.0,7,2,15,358,3,2010-12-01
13190.0,1,0,170,358,0,2010-12-01
14581.0,1,0,170,170,0,2010-12-01
16647.0,2,1,68,170,0,2010-12-01
15633.0,2,0,135,357,0,2010-12-01
15808.0,7,2,7,364,4,2010-12-01
16558.0,14,10,5,362,4,2010-12-01
12594.0,4,3,4,272,2,2010-12-01
14114.0,4,3,21,232,1,2010-12-01
16622.0,1,0,169,169,0,2010-12-01
13799.0,4,1,70,270,1,2010-12-01
13383.0,1,0,169,169,0,2010-12-01
16308.0,2,1,32,350,0,2010-12-01
12731.0,3,1,68,273,2,2010-12-01
13559.0,2,0,138,169,0,2010-12-01
15607.0,1,0,169,326,1,2010-12-01
16625.0,4,2,48,169,0,2010-12-01
12897.0,2,1,7,169,1,2010-12-01
15150.0,3,2,82,169,0,2010-12-01
18020.0,1,0,169,169,0,2010-12-01
14882.0,10,4,16,245,0,2010-12-01
16607.0,9,7,25,215,4,2010-12-01
15901.0,4,3,77,169,0,2010-12-01
17809.0,4,2,35,363,4,2010-12-01
16814.0,10,4,11,233,7,2010-12-01
17059.0,2,0,125,308,1,2010-12-01
15016.0,4,3,19,169,0,2010-12-01
15885.0,8,4,9,313,1,2010-12-01
16007.0,3,2,9,169,0,2010-12-01
17368.0,5,3,1,350,2,2010-12-01
15361.0,3,0,152,169,1,2010-12-01
15817.0,3,1,46,169,0,2010-12-01
13659.0,4,1,42,286,1,2010-12-01
12637.0,4,2,4,169,1,2010-12-01
16458.0,11,5,1,188,3,2010-12-01
17454.0,3,1,88,319,2,2010-12-01
14040.0,11,5,12,364,3,2010-12-01
13069.0,14,7,2,169,6,2010-12-01
15967.0,6,4,5,364,1,2010-12-01
17913.0,6,3,26,362,1,2010-12-01
17293.0,4,1,20,362,2,2010-12-01
15549.0,2,1,47,323,1,2010-12-01
16500.0,3,2,0,169,1,2010-12-01
14853.0,2,1,49,231,0,2010-12-01
15905.0,1,0,169,169,0,2010-12-01
15093.0,12,8,14,357,3,2010-12-01
17922.0,1,0,169,169,0,2010-12-01
14841.0,4,2,0,363,2,2010-12-01
16197.0,6,0,95,349,0,2010-12-01
18178.0,4,2,28,285,2,2010-12-01
14139.0,3,0,116,168,0,2010-12-01
13963.0,11,5,14,223,4,2010-12-01
15789.0,4,1,57,249,1,2010-12-01
15358.0,13,10,0,358,6,2010-12-01
13107.0,3,2,39,299,1,2010-12-01
16205.0,3,2,22,168,0,2010-12-01
16940.0,2,1,76,357,1,2010-12-01
12472.0,5,2,22,351,2,2010-12-01
15600.0,3,2,54,219,0,2010-12-01
13297.0,3,2,11,168,0,2010-12-01
13555.0,4,3,4,315,0,2010-12-01
17571.0,1,0,168,168,1,2010-12-01
15816.0,2,0,168,168,0,2010-12-01
15044.0,11,8,5,349,7,2010-12-01
17020.0,1,0,168,272,0,2010-12-01
13863.0,2,0,91,219,0,2010-12-01
16307.0,2,1,55,203,0,2010-12-01
18009.0,1,0,168,278,0,2010-12-01
17139.0,8,4,15,323,1,2010-12-01
13477.0,3,2,81,309,1,2010-12-01
14723.0,3,2,11,361,3,2010-12-01
13168.0,1,0,168,168,2,2010-12-01
15625.0,5,1,2,168,0,2010-12-01
15926.0,1,0,168,168,0,2010-12-01
15750.0,7,5,0,364,2,2010-12-01
17364.0,9,4,2,358,2,2010-12-01
17757.0,20,11,4,321,8,2010-12-01
16266.0,5,1,49,299,0,2010-12-01
12957.0,2,0,167,354,1,2010-12-01
14045.0,9,2,6,326,3,2010-12-01
14634.0,4,1,63,167,0,2010-12-01
15329.0,4,3,0,351,0,2010-12-01
13338.0,1,0,167,329,0,2010-12-01
17017.0,8,7,6,362,6,2010-12-01
18042.0,1,0,167,167,0,2010-12-01
15061.0,48,29,7,364,18,2010-12-01
14978.0,4,1,56,216,3,2010-12-01
13552.0,7,4,54,284,1,2010-12-01
15040.0,1,0,167,167,0,2010-12-01
13854.0,7,6,6,326,7,2010-12-01
16550.0,5,2,40,363,1,2010-12-01
13769.0,6,4,36,349,2,2010-12-01
17448.0,6,0,123,271,0,2010-12-01
17952.0,4,2,4,167,0,2010-12-01
16253.0,3,2,46,357,0,2010-12-01
16393.0,7,4,0,364,3,2010-12-01
