CustomerID,freq,freq_3m,latetime,earlytime,monetary_total,monetary_avg_invoice,avg_qty_invoice,avg_price,unique_products,active_months,avg_days_between,target,cutoff_date
17002.0,3,3,25,84,433.9599999999999,144.6533333333333,69.33333333333333,4.145999999999999,20,2,29.0,0,2010-06-01
17438.0,1,1,84,84,263.72999999999996,263.72999999999996,47.0,6.814615384615385,13,1,180.0,2,2010-06-01
15250.0,1,1,83,83,60.0,60.0,48.0,1.25,3,1,180.0,0,2010-06-01
16182.0,2,2,33,83,1209.0,604.5,398.0,1.3510000000000002,7,2,50.0,2,2010-06-01
17266.0,1,1,83,83,114.73,114.73,38.0,2.9369230769230774,26,1,180.0,1,2010-06-01
17857.0,1,1,84,84,468.0,468.0,650.0,0.72,2,1,180.0,0,2010-06-01
17734.0,2,2,50,85,433.6,216.8,95.0,3.708695652173914,23,2,34.0,1,2010-06-01
17542.0,2,2,84,84,170.0999999999999,85.04999999999995,94.5,2.120256410256411,34,1,0.0,0,2010-06-01
16754.0,14,14,3,84,29864.98,2133.212857142857,1571.0,1.8882608695652172,36,3,5.923076923076923,11,2010-06-01
16466.0,3,3,22,85,1083.71,361.2366666666667,181.33333333333334,2.6596774193548387,97,3,31.0,3,2010-06-01
12530.0,2,2,40,85,657.54,328.77,230.0,2.5315151515151513,29,2,44.0,1,2010-06-01
15631.0,1,1,85,85,596.6700000000001,596.6700000000001,525.0,2.2441025641025636,39,1,180.0,0,2010-06-01
18029.0,1,1,85,85,433.77,433.77,253.0,1.7388888888888887,18,1,180.0,0,2010-06-01
16984.0,3,3,36,85,2894.03,964.6766666666667,404.0,4.136804407713499,309,2,24.5,3,2010-06-01
16310.0,1,1,85,85,190.38,190.38,97.0,3.950833333333334,12,1,180.0,0,2010-06-01
16534.0,1,1,85,85,635.9000000000001,635.9000000000001,168.0,5.134444444444444,36,1,180.0,0,2010-06-01
17158.0,1,1,85,85,298.49999999999994,298.49999999999994,174.0,3.435,20,1,180.0,1,2010-06-01
12369.0,1,1,84,84,348.32,348.32,209.0,5.748888888888889,9,1,180.0,0,2010-06-01
14493.0,2,2,35,84,859.45,429.725,252.5,2.7431372549019604,51,2,49.0,2,2010-06-01
15847.0,1,1,84,84,80.62,80.62,32.0,3.0150000000000006,6,1,180.0,0,2010-06-01
17298.0,1,1,84,84,122.02000000000001,122.02000000000001,234.0,0.9316666666666666,6,1,180.0,1,2010-06-01
15791.0,2,2,33,84,997.3799999999999,498.68999999999994,318.0,2.126326530612245,43,2,51.0,1,2010-06-01
12765.0,3,3,29,84,528.3000000000001,176.10000000000002,107.33333333333333,3.038888888888889,23,3,27.5,3,2010-06-01
17682.0,2,2,47,84,590.7,295.35,180.0,1.9797297297297298,35,2,37.0,2,2010-06-01
12825.0,1,1,84,84,214.82999999999998,214.82999999999998,55.0,6.144,10,1,180.0,1,2010-06-01
17325.0,1,1,84,84,101.89999999999999,101.89999999999999,102.0,1.05,8,1,180.0,0,2010-06-01
13157.0,2,2,17,84,1805.8599999999997,902.9299999999998,766.0,1.817605633802817,66,2,66.0,2,2010-06-01
17847.0,1,1,88,88,40.65,40.65,11.0,4.735714285714286,7,1,180.0,1,2010-06-01
18272.0,2,2,39,88,987.8000000000001,493.90000000000003,263.0,2.6318181818181823,39,2,49.0,1,2010-06-01
16859.0,1,1,88,88,257.77,257.77,191.0,1.8994736842105264,19,1,180.0,2,2010-06-01
12598.0,2,2,89,91,649.7099999999998,324.8549999999999,189.0,2.4312820512820505,39,1,2.0,0,2010-06-01
13010.0,1,1,91,91,177.12,177.12,127.0,2.4466666666666668,6,1,180.0,0,2010-06-01
15219.0,1,1,91,91,379.7,379.7,226.0,2.4864705882352944,17,1,180.0,0,2010-06-01
14131.0,1,1,91,91,168.22,168.22,105.0,2.1797826086956524,45,1,180.0,0,2010-06-01
16511.0,1,1,91,91,300.14999999999986,300.14999999999986,151.0,2.515454545454545,52,1,180.0,0,2010-06-01
16037.0,1,1,91,91,353.71999999999997,353.71999999999997,176.0,3.7271428571428573,14,1,180.0,1,2010-06-01
13018.0,5,5,13,91,1464.3500000000001,292.87,159.4,4.699777777777778,81,2,19.25,0,2010-06-01
17305.0,1,1,91,91,2135.46,2135.46,1006.0,3.07,9,1,180.0,0,2010-06-01
16521.0,1,1,91,91,95.12,95.12,96.0,2.1104,25,1,180.0,0,2010-06-01
16519.0,1,1,91,91,164.13,164.13,69.0,3.4910000000000005,20,1,180.0,1,2010-06-01
17359.0,1,1,91,91,156.6,156.6,76.0,3.039130434782609,23,1,180.0,0,2010-06-01
16731.0,1,1,91,91,170.29999999999998,170.29999999999998,124.0,1.8114285714285714,40,1,180.0,0,2010-06-01
14257.0,1,1,91,91,1189.3400000000001,1189.3400000000001,810.0,1.6218032786885248,61,1,180.0,1,2010-06-01
15603.0,1,1,91,91,40.0,40.0,32.0,1.25,2,1,180.0,0,2010-06-01
17116.0,1,1,91,91,389.78000000000003,389.78000000000003,392.0,1.5346808510638303,47,1,180.0,0,2010-06-01
13911.0,7,7,5,91,787.2399999999999,112.46285714285713,106.0,1.8168181818181814,41,3,13.666666666666666,3,2010-06-01
17330.0,1,1,90,90,49.95,49.95,1.0,49.95,1,1,180.0,1,2010-06-01
14798.0,2,2,53,91,334.48999999999995,167.24499999999998,125.5,1.9100000000000004,20,2,37.0,2,2010-06-01
12731.0,2,2,15,90,2835.54,1417.77,627.0,4.249074074074073,38,2,75.0,2,2010-06-01
18069.0,4,2,1,92,1297.87,324.4675,279.25,2.2250362318840575,231,3,30.0,0,2010-06-01
16283.0,1,0,92,92,854.0199999999998,854.0199999999998,471.0,2.4848739495798315,115,1,180.0,1,2010-06-01
15366.0,2,1,40,94,888.65,444.325,357.5,2.2641025641025645,39,2,53.0,1,2010-06-01
16631.0,4,3,20,94,820.0300000000002,205.00750000000005,78.5,4.30139534883721,34,3,24.333333333333332,3,2010-06-01
15124.0,1,0,94,94,134.03,134.03,37.0,7.755714285714285,7,1,180.0,1,2010-06-01
13598.0,3,1,22,94,383.87999999999994,127.95999999999998,58.666666666666664,3.013055555555555,30,2,36.0,1,2010-06-01
14177.0,6,4,22,94,727.3,121.21666666666665,54.5,4.363466666666667,64,3,14.4,0,2010-06-01
16913.0,2,0,94,94,310.47,155.235,73.5,5.053,10,1,0.0,0,2010-06-01
14459.0,1,0,94,94,3537.821,3537.821,1543.0,3.7172499999999995,76,1,180.0,0,2010-06-01
15477.0,1,0,92,92,368.4,368.4,216.0,1.5999999999999999,2,1,180.0,0,2010-06-01
15569.0,2,1,43,92,778.7800000000001,389.39000000000004,251.0,2.986590909090909,43,2,49.0,1,2010-06-01
15149.0,4,2,19,92,1033.81,258.4525,63.0,8.139565217391304,44,2,24.333333333333332,0,2010-06-01
14807.0,1,0,92,92,349.64,349.64,176.0,2.3975000000000004,24,1,180.0,0,2010-06-01
18046.0,1,0,92,92,189.63,189.63,44.0,6.181923076923076,26,1,180.0,0,2010-06-01
17760.0,3,2,70,92,237.89,79.29666666666667,39.666666666666664,2.79,20,2,10.5,0,2010-06-01
15990.0,4,3,35,92,845.88,211.47,115.75,2.7625882352941185,61,3,18.333333333333332,1,2010-06-01
15664.0,2,1,24,92,527.78,263.89,109.5,2.6251515151515155,30,2,67.0,0,2010-06-01
16939.0,2,1,64,92,311.94,155.97,90.5,3.0246666666666666,28,2,27.0,1,2010-06-01
13561.0,5,4,15,92,794.13,158.826,94.8,2.5552336448598134,79,4,18.75,2,2010-06-01
17373.0,1,0,92,92,163.7,163.7,90.0,1.626923076923077,13,1,180.0,0,2010-06-01
16946.0,3,3,4,90,849.0400000000001,283.0133333333334,111.0,4.0004,50,2,42.5,1,2010-06-01
17477.0,2,2,55,90,1144.3000000000002,572.1500000000001,112.5,6.0131818181818195,44,2,34.0,0,2010-06-01
13797.0,2,2,11,90,666.87,333.435,180.5,3.291702127659574,45,2,79.0,0,2010-06-01
13722.0,1,1,89,89,664.54,664.54,484.0,3.645862068965518,29,1,180.0,2,2010-06-01
13595.0,2,2,22,89,711.2900000000001,355.64500000000004,157.0,3.0662698412698415,108,2,66.0,1,2010-06-01
14142.0,1,1,89,89,359.53,359.53,205.0,3.03,22,1,180.0,0,2010-06-01
18152.0,1,1,89,89,426.69,426.69,75.0,7.1579999999999995,10,1,180.0,0,2010-06-01
16285.0,1,1,89,89,176.89999999999998,176.89999999999998,60.0,2.9870967741935477,31,1,180.0,0,2010-06-01
14157.0,1,1,89,89,152.85,152.85,59.0,3.3833333333333333,9,1,180.0,0,2010-06-01
15875.0,1,1,89,89,108.52,108.52,74.0,1.7682608695652176,18,1,180.0,0,2010-06-01
13835.0,2,2,68,88,183.95,91.975,21.5,6.627272727272726,10,1,20.0,1,2010-06-01
13377.0,1,1,88,88,815.32,815.32,285.0,7.13611111111111,36,1,180.0,0,2010-06-01
17049.0,3,3,35,88,1601.31,533.77,220.66666666666666,4.933369565217391,81,2,26.0,4,2010-06-01
15622.0,5,5,13,88,3514.36,702.8720000000001,405.2,3.3822222222222216,176,3,18.5,2,2010-06-01
17930.0,3,3,12,88,905.3600000000001,301.7866666666667,173.0,1.7961904761904761,17,2,37.5,3,2010-06-01
15084.0,1,1,88,88,349.4,349.4,84.0,6.2875000000000005,12,1,180.0,0,2010-06-01
14097.0,1,1,88,88,132.0,132.0,174.0,1.839230769230769,13,1,180.0,1,2010-06-01
18151.0,3,3,1,88,1069.99,356.66333333333336,165.66666666666666,3.9733333333333336,56,3,43.0,0,2010-06-01
13879.0,1,1,88,88,395.50000000000006,395.50000000000006,204.0,3.2724,25,1,180.0,0,2010-06-01
17663.0,3,3,35,88,1590.69,530.23,264.3333333333333,4.1308928571428565,49,2,26.0,4,2010-06-01
13214.0,3,3,25,89,1957.8300000000002,652.61,558.6666666666666,2.1607407407407404,133,2,31.5,2,2010-06-01
16636.0,3,3,25,89,2506.7899999999995,835.5966666666665,519.0,2.4610638297872343,40,2,31.0,0,2010-06-01
16461.0,2,2,33,89,1402.9100000000003,701.4550000000002,442.5,2.445590909090909,196,2,55.0,0,2010-06-01
12594.0,1,1,89,89,154.14,154.14,99.0,4.035833333333334,12,1,180.0,1,2010-06-01
13126.0,2,2,38,90,782.29,391.145,301.0,2.381333333333333,43,2,52.0,1,2010-06-01
14818.0,1,1,90,90,105.55000000000001,105.55000000000001,59.0,3.160476190476191,20,1,180.0,1,2010-06-01
15927.0,1,1,90,90,106.54000000000002,106.54000000000002,66.0,3.0013333333333336,13,1,180.0,0,2010-06-01
16960.0,1,1,90,90,443.97999999999996,443.97999999999996,395.0,1.7429310344827589,116,1,180.0,1,2010-06-01
12525.0,1,1,90,90,566.4300000000001,566.4300000000001,285.0,3.2018181818181817,33,1,180.0,2,2010-06-01
16177.0,2,2,11,90,707.28,353.64,175.0,4.0385,37,2,78.0,2,2010-06-01
12809.0,2,2,8,90,1266.63,633.315,149.0,7.442678571428572,52,2,81.0,0,2010-06-01
15606.0,3,3,32,90,905.7500000000001,301.9166666666667,96.33333333333333,4.367241379310345,25,2,28.5,1,2010-06-01
15437.0,1,1,83,83,193.29,193.29,98.0,3.409166666666667,12,1,180.0,0,2010-06-01
13593.0,4,4,54,90,1283.1300000000003,320.7825000000001,136.25,3.7363106796116496,84,2,11.666666666666666,3,2010-06-01
13793.0,1,1,89,89,96.0,96.0,52.0,1.9357142857142855,7,1,180.0,0,2010-06-01
13663.0,1,1,89,89,545.45,545.45,291.0,3.1296296296296298,27,1,180.0,0,2010-06-01
16947.0,3,3,4,89,525.33,175.11,102.33333333333333,2.440322580645161,29,2,42.5,0,2010-06-01
16099.0,2,2,35,89,383.20000000000005,191.60000000000002,108.0,2.2724999999999995,11,2,53.0,1,2010-06-01
18148.0,1,1,89,89,112.85,112.85,63.0,2.711,9,1,180.0,0,2010-06-01
17020.0,1,1,89,89,316.85999999999996,316.85999999999996,226.0,1.6343478260869566,23,1,180.0,1,2010-06-01
13873.0,2,2,17,89,262.7,131.35,29.0,6.854545454545455,11,2,71.0,0,2010-06-01
13294.0,1,1,89,89,815.79,815.79,543.0,3.4029166666666666,48,1,180.0,0,2010-06-01
16520.0,2,2,32,90,645.0000000000001,322.50000000000006,139.5,2.7328318584070797,106,2,57.0,0,2010-06-01
17011.0,2,1,90,94,400.8,200.4,303.0,1.4561538461538461,12,2,4.0,0,2010-06-01
12495.0,1,1,83,83,357.4,357.4,130.0,5.705882352941177,17,1,180.0,0,2010-06-01
18039.0,2,2,15,83,250.15999999999994,125.07999999999997,120.5,2.0716455696202525,78,2,68.0,1,2010-06-01
13150.0,1,1,73,73,176.51999999999998,176.51999999999998,108.0,6.206666666666667,3,1,180.0,2,2010-06-01
17838.0,5,5,18,73,1617.98,323.596,191.0,2.7678846153846157,68,3,13.5,3,2010-06-01
17738.0,6,6,10,73,1241.2699999999998,206.8783333333333,145.16666666666666,2.6242253521126755,64,3,12.4,1,2010-06-01
16716.0,1,1,73,73,1248.48,1248.48,792.0,1.5333333333333334,6,1,180.0,0,2010-06-01
16008.0,4,4,5,73,849.3900000000001,212.34750000000003,135.25,2.6345454545454543,28,3,22.0,1,2010-06-01
14292.0,2,2,32,73,1101.03,550.515,318.5,2.8871111111111114,36,2,41.0,2,2010-06-01
15760.0,2,2,73,73,13916.34,6958.17,1.0,6958.17,1,1,0.0,0,2010-06-01
14851.0,1,1,73,73,318.06,318.06,306.0,1.8550000000000004,14,1,180.0,0,2010-06-01
16508.0,1,1,73,73,240.94999999999996,240.94999999999996,103.0,3.6434883720930222,42,1,180.0,0,2010-06-01
17673.0,2,2,35,73,762.99,381.495,310.5,1.43,81,2,37.0,3,2010-06-01
12418.0,2,2,19,73,879.31,439.655,174.5,3.6905,36,2,53.0,0,2010-06-01
14832.0,1,1,73,73,322.69,322.69,1.0,322.69,1,1,180.0,0,2010-06-01
14316.0,2,2,24,73,749.7,374.85,1335.0,0.848125,14,2,48.0,2,2010-06-01
12908.0,1,1,73,73,318.0,318.0,600.0,0.53,1,1,180.0,1,2010-06-01
15650.0,1,1,71,71,359.08,359.08,156.0,4.6964,25,1,180.0,1,2010-06-01
18085.0,1,1,71,71,258.75,258.75,119.0,2.6538461538461537,13,1,180.0,0,2010-06-01
17133.0,3,3,18,71,6568.09,2189.3633333333332,1677.6666666666667,2.198888888888889,12,3,26.0,2,2010-06-01
13230.0,4,4,4,74,731.55,182.8875,130.0,2.1656020942408376,165,3,23.0,7,2010-06-01
17472.0,1,1,71,71,224.81,224.81,96.0,3.0902040816326526,48,1,180.0,0,2010-06-01
16199.0,1,1,74,74,66.0,66.0,24.0,2.75,1,1,180.0,4,2010-06-01
18247.0,1,1,74,74,186.0,186.0,104.0,3.15,11,1,180.0,1,2010-06-01
18187.0,1,1,74,74,724.8900000000001,724.8900000000001,310.0,4.726041666666666,48,1,180.0,0,2010-06-01
14427.0,1,1,74,74,595.0999999999999,595.0999999999999,285.0,3.64,25,1,180.0,1,2010-06-01
16977.0,3,3,29,74,360.29999999999995,120.09999999999998,38.0,5.276315789473684,17,2,22.0,0,2010-06-01
15819.0,4,4,31,74,1030.3,257.575,186.5,1.8444117647058822,66,2,14.333333333333334,1,2010-06-01
14651.0,4,4,5,74,829.5700000000002,207.39250000000004,69.75,3.980352941176471,70,3,22.666666666666668,1,2010-06-01
15918.0,1,1,74,74,248.64999999999995,248.64999999999995,87.0,3.473809523809525,21,1,180.0,0,2010-06-01
14400.0,1,1,74,74,656.2500000000001,656.2500000000001,669.0,1.442307692307692,26,1,180.0,0,2010-06-01
13057.0,1,1,74,74,353.49,353.49,230.0,2.2823076923076924,26,1,180.0,2,2010-06-01
15461.0,1,1,74,74,210.0,210.0,100.0,2.1,1,1,180.0,0,2010-06-01
16385.0,1,1,74,74,110.26,110.26,64.0,1.9713043478260872,23,1,180.0,0,2010-06-01
13243.0,1,1,74,74,251.61999999999998,251.61999999999998,152.0,2.7247272727272724,52,1,180.0,0,2010-06-01
15496.0,1,1,74,74,146.14000000000001,146.14000000000001,98.0,2.6404545454545456,22,1,180.0,0,2010-06-01
12615.0,1,1,74,74,1155.48,1155.48,617.0,2.7603278688524586,61,1,180.0,1,2010-06-01
16303.0,2,2,11,74,1228.3400000000001,614.1700000000001,241.0,4.048064516129032,41,2,62.0,0,2010-06-01
16108.0,2,2,25,74,860.99,430.495,271.5,3.312830188679245,52,2,49.0,0,2010-06-01
17349.0,1,1,74,74,136.1,136.1,237.0,1.3028571428571427,7,1,180.0,1,2010-06-01
13128.0,1,1,74,74,263.5,263.5,31.0,8.5,1,1,180.0,0,2010-06-01
16668.0,1,1,74,74,138.54000000000002,138.54000000000002,103.0,2.119,10,1,180.0,3,2010-06-01
16571.0,2,2,6,74,801.2300000000001,400.61500000000007,383.0,1.8540425531914895,37,2,68.0,3,2010-06-01
13466.0,1,1,71,71,262.31,262.31,189.0,2.49,16,1,180.0,2,2010-06-01
17051.0,2,2,29,71,283.05,141.525,74.5,1.9636363636363636,60,2,42.0,0,2010-06-01
14596.0,1,1,69,69,222.22,222.22,75.0,3.5005660377358487,50,1,180.0,0,2010-06-01
15105.0,1,1,69,69,330.38,330.38,184.0,2.6710000000000003,20,1,180.0,0,2010-06-01
16970.0,1,1,69,69,71.4,71.4,12.0,5.95,2,1,180.0,0,2010-06-01
14166.0,1,1,69,69,110.0,110.0,40.0,3.085714285714286,27,1,180.0,1,2010-06-01
16578.0,1,1,69,69,156.6,156.6,108.0,1.4500000000000002,9,1,180.0,0,2010-06-01
16615.0,1,1,69,69,291.5,291.5,211.0,3.3084210526315787,19,1,180.0,0,2010-06-01
12918.0,1,1,69,69,10953.5,10953.5,1.0,10953.5,1,1,180.0,0,2010-06-01
13445.0,1,1,69,69,241.89999999999998,241.89999999999998,198.0,1.9700000000000002,7,1,180.0,0,2010-06-01
14762.0,1,1,69,69,117.05000000000001,117.05000000000001,87.0,3.1122222222222216,9,1,180.0,0,2010-06-01
14344.0,4,4,20,69,1076.12,269.03,101.25,3.206491228070176,85,3,15.333333333333334,3,2010-06-01
15869.0,1,1,69,69,171.47,171.47,98.0,2.338947368421053,18,1,180.0,0,2010-06-01
13896.0,1,1,68,68,388.55,388.55,149.0,3.2452380952380957,21,1,180.0,0,2010-06-01
18189.0,1,1,68,68,313.49,313.49,270.0,1.8694444444444447,18,1,180.0,0,2010-06-01
13252.0,1,1,68,68,346.90000000000003,346.90000000000003,126.0,4.132352941176471,17,1,180.0,0,2010-06-01
16077.0,1,1,68,68,2300.4,2300.4,840.0,2.025,8,1,180.0,0,2010-06-01
13988.0,1,1,68,68,310.2,310.2,168.0,2.7111111111111112,18,1,180.0,0,2010-06-01
12742.0,1,1,68,68,1201.5200000000002,1201.5200000000002,1359.0,1.7086567164179105,67,1,180.0,0,2010-06-01
15614.0,1,1,69,69,1327.9800000000005,1327.9800000000005,714.0,3.7230434782608692,23,1,180.0,1,2010-06-01
17587.0,1,1,71,71,176.71,176.71,67.0,3.3614285714285717,42,1,180.0,0,2010-06-01
13706.0,1,1,69,69,300.38000000000005,300.38000000000005,112.0,6.205000000000002,18,1,180.0,0,2010-06-01
16441.0,1,1,70,70,225.74000000000004,225.74000000000004,111.0,3.4104545454545456,22,1,180.0,0,2010-06-01
16039.0,1,1,71,71,143.48000000000002,143.48000000000002,113.0,2.1763636363636363,11,1,180.0,0,2010-06-01
16397.0,1,1,71,71,123.13000000000001,123.13000000000001,43.0,5.632222222222222,9,1,180.0,0,2010-06-01
12796.0,1,1,71,71,381.0,381.0,182.0,3.814285714285714,7,1,180.0,0,2010-06-01
18078.0,1,1,71,71,256.22,256.22,149.0,1.7638095238095242,21,1,180.0,0,2010-06-01
12368.0,1,1,71,71,917.6999999999999,917.6999999999999,330.0,4.391666666666667,18,1,180.0,0,2010-06-01
13451.0,2,2,15,71,2147.34,1073.67,748.0,2.0459121621621623,239,2,55.0,2,2010-06-01
12639.0,1,1,70,70,253.57999999999998,253.57999999999998,145.0,4.801333333333334,15,1,180.0,0,2010-06-01
14928.0,1,1,70,70,223.91000000000003,223.91000000000003,268.0,1.3942857142857144,21,1,180.0,0,2010-06-01
17552.0,4,4,20,70,974.8699999999999,243.71749999999997,210.75,2.1594117647058826,46,2,16.666666666666668,3,2010-06-01
16132.0,1,1,70,70,353.40000000000003,353.40000000000003,144.0,5.5,10,1,180.0,1,2010-06-01
13151.0,2,2,68,70,1207.3400000000001,603.6700000000001,225.0,4.501666666666667,71,1,1.0,0,2010-06-01
13482.0,1,1,70,70,151.45000000000002,151.45000000000002,71.0,3.0611111111111113,9,1,180.0,0,2010-06-01
14175.0,2,2,26,70,1772.27,886.135,326.5,4.494090909090909,81,2,43.0,1,2010-06-01
14817.0,2,2,43,70,987.38,493.69,306.5,3.9656140350877194,49,2,27.0,1,2010-06-01
13357.0,3,3,4,70,2284.64,761.5466666666666,418.6666666666667,3.356157407407407,195,2,33.0,1,2010-06-01
14355.0,1,1,70,70,301.14,301.14,324.0,1.465217391304348,23,1,180.0,0,2010-06-01
14464.0,2,2,11,70,110.99999999999999,55.49999999999999,31.0,3.6875,4,2,59.0,0,2010-06-01
17640.0,2,2,68,69,853.02,426.51,216.0,2.883,15,1,1.0,1,2010-06-01
18131.0,1,1,74,74,222.95999999999998,222.95999999999998,552.0,1.0075,4,1,180.0,0,2010-06-01
16336.0,2,2,74,74,1787.8999999999999,893.9499999999999,341.0,4.007906976744185,43,1,0.0,0,2010-06-01
15775.0,1,1,74,74,45.6,45.6,192.0,0.28500000000000003,2,1,180.0,0,2010-06-01
16611.0,3,3,14,82,888.09,296.03000000000003,140.66666666666666,3.5886792452830187,48,2,33.5,1,2010-06-01
17338.0,2,2,7,82,547.3199999999999,273.65999999999997,120.0,2.465961538461539,47,2,74.0,3,2010-06-01
